2023-01-15T15:57:20,940 [INFO ] main org.pytorch.serve.servingsdk.impl.PluginsManager -  Loading snapshot serializer plugin...
2023-01-15T15:57:20,940 [INFO ] main org.pytorch.serve.servingsdk.impl.PluginsManager -  Loading snapshot serializer plugin...
2023-01-15T15:57:20,987 [INFO ] main org.pytorch.serve.servingsdk.impl.PluginsManager - Initializing plugins manager...
2023-01-15T15:57:20,987 [INFO ] main org.pytorch.serve.servingsdk.impl.PluginsManager - Initializing plugins manager...
2023-01-15T15:57:21,411 [INFO ] main org.pytorch.serve.ModelServer - 
Torchserve version: 0.7.0
TS Home: /home/denisa/anaconda3/envs/my_environment/lib/python3.10/site-packages
Current directory: /home/denisa/MLOPS/final_ex
Temp directory: /tmp
Metrics config path: /home/denisa/anaconda3/envs/my_environment/lib/python3.10/site-packages/ts/configs/metrics.yaml
Number of GPUs: 0
Number of CPUs: 12
Max heap size: 1952 M
Python executable: /home/denisa/anaconda3/envs/my_environment/bin/python3.10
Config file: N/A
Inference address: http://127.0.0.1:8080
Management address: http://127.0.0.1:8081
Metrics address: http://127.0.0.1:8082
Model Store: /home/denisa/MLOPS/final_ex/model_store
Initial Models: N/A
Log dir: /home/denisa/MLOPS/final_ex/logs
Metrics dir: /home/denisa/MLOPS/final_ex/logs
Netty threads: 0
Netty client threads: 0
Default workers per model: 12
Blacklist Regex: N/A
Maximum Response Size: 6553500
Maximum Request Size: 6553500
Limit Maximum Image Pixels: true
Prefer direct buffer: false
Allowed Urls: [file://.*|http(s)?://.*]
Custom python dependency for model allowed: false
Metrics report format: prometheus
Enable metrics API: true
Workflow Store: /home/denisa/MLOPS/final_ex/model_store
Model config: N/A
2023-01-15T15:57:21,411 [INFO ] main org.pytorch.serve.ModelServer - 
Torchserve version: 0.7.0
TS Home: /home/denisa/anaconda3/envs/my_environment/lib/python3.10/site-packages
Current directory: /home/denisa/MLOPS/final_ex
Temp directory: /tmp
Metrics config path: /home/denisa/anaconda3/envs/my_environment/lib/python3.10/site-packages/ts/configs/metrics.yaml
Number of GPUs: 0
Number of CPUs: 12
Max heap size: 1952 M
Python executable: /home/denisa/anaconda3/envs/my_environment/bin/python3.10
Config file: N/A
Inference address: http://127.0.0.1:8080
Management address: http://127.0.0.1:8081
Metrics address: http://127.0.0.1:8082
Model Store: /home/denisa/MLOPS/final_ex/model_store
Initial Models: N/A
Log dir: /home/denisa/MLOPS/final_ex/logs
Metrics dir: /home/denisa/MLOPS/final_ex/logs
Netty threads: 0
Netty client threads: 0
Default workers per model: 12
Blacklist Regex: N/A
Maximum Response Size: 6553500
Maximum Request Size: 6553500
Limit Maximum Image Pixels: true
Prefer direct buffer: false
Allowed Urls: [file://.*|http(s)?://.*]
Custom python dependency for model allowed: false
Metrics report format: prometheus
Enable metrics API: true
Workflow Store: /home/denisa/MLOPS/final_ex/model_store
Model config: N/A
2023-01-15T15:57:21,620 [INFO ] main org.pytorch.serve.ModelServer - Initialize Inference server with: EpollServerSocketChannel.
2023-01-15T15:57:21,620 [INFO ] main org.pytorch.serve.ModelServer - Initialize Inference server with: EpollServerSocketChannel.
2023-01-15T15:57:21,786 [INFO ] main org.pytorch.serve.ModelServer - Inference API bind to: http://127.0.0.1:8080
2023-01-15T15:57:21,786 [INFO ] main org.pytorch.serve.ModelServer - Inference API bind to: http://127.0.0.1:8080
2023-01-15T15:57:21,787 [INFO ] main org.pytorch.serve.ModelServer - Initialize Management server with: EpollServerSocketChannel.
2023-01-15T15:57:21,787 [INFO ] main org.pytorch.serve.ModelServer - Initialize Management server with: EpollServerSocketChannel.
2023-01-15T15:57:21,788 [INFO ] main org.pytorch.serve.ModelServer - Management API bind to: http://127.0.0.1:8081
2023-01-15T15:57:21,788 [INFO ] main org.pytorch.serve.ModelServer - Management API bind to: http://127.0.0.1:8081
2023-01-15T15:57:21,788 [INFO ] main org.pytorch.serve.ModelServer - Initialize Metrics server with: EpollServerSocketChannel.
2023-01-15T15:57:21,788 [INFO ] main org.pytorch.serve.ModelServer - Initialize Metrics server with: EpollServerSocketChannel.
2023-01-15T15:57:21,789 [INFO ] main org.pytorch.serve.ModelServer - Metrics API bind to: http://127.0.0.1:8082
2023-01-15T15:57:21,789 [INFO ] main org.pytorch.serve.ModelServer - Metrics API bind to: http://127.0.0.1:8082
2023-01-15T16:03:22,547 [INFO ] pool-3-thread-1 TS_METRICS - DiskAvailable.Gigabytes:10.57473373413086|#Level:Host|#hostname:denisa-vm,timestamp:1673795002
2023-01-15T16:03:22,548 [INFO ] pool-3-thread-1 TS_METRICS - DiskUsage.Gigabytes:26.89049530029297|#Level:Host|#hostname:denisa-vm,timestamp:1673795002
2023-01-15T16:03:22,548 [INFO ] pool-3-thread-1 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795002
2023-01-15T16:03:22,548 [INFO ] pool-3-thread-1 TS_METRICS - MemoryAvailable.Megabytes:3144.41796875|#Level:Host|#hostname:denisa-vm,timestamp:1673795002
2023-01-15T16:03:22,548 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUsed.Megabytes:3677.69140625|#Level:Host|#hostname:denisa-vm,timestamp:1673795002
2023-01-15T16:03:22,548 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUtilization.Percent:59.7|#Level:Host|#hostname:denisa-vm,timestamp:1673795002
2023-01-15T16:04:22,548 [INFO ] pool-3-thread-1 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673795062
2023-01-15T16:04:22,548 [INFO ] pool-3-thread-1 TS_METRICS - DiskAvailable.Gigabytes:10.57418441772461|#Level:Host|#hostname:denisa-vm,timestamp:1673795062
2023-01-15T16:04:22,548 [INFO ] pool-3-thread-1 TS_METRICS - DiskUsage.Gigabytes:26.89104461669922|#Level:Host|#hostname:denisa-vm,timestamp:1673795062
2023-01-15T16:04:22,548 [INFO ] pool-3-thread-1 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795062
2023-01-15T16:04:22,549 [INFO ] pool-3-thread-1 TS_METRICS - MemoryAvailable.Megabytes:3146.45703125|#Level:Host|#hostname:denisa-vm,timestamp:1673795062
2023-01-15T16:04:22,549 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUsed.Megabytes:3675.6640625|#Level:Host|#hostname:denisa-vm,timestamp:1673795062
2023-01-15T16:04:22,549 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUtilization.Percent:59.7|#Level:Host|#hostname:denisa-vm,timestamp:1673795062
2023-01-15T16:05:22,589 [INFO ] pool-3-thread-1 TS_METRICS - CPUUtilization.Percent:33.3|#Level:Host|#hostname:denisa-vm,timestamp:1673795122
2023-01-15T16:05:22,589 [INFO ] pool-3-thread-1 TS_METRICS - DiskAvailable.Gigabytes:10.573604583740234|#Level:Host|#hostname:denisa-vm,timestamp:1673795122
2023-01-15T16:05:22,589 [INFO ] pool-3-thread-1 TS_METRICS - DiskUsage.Gigabytes:26.891624450683594|#Level:Host|#hostname:denisa-vm,timestamp:1673795122
2023-01-15T16:05:22,589 [INFO ] pool-3-thread-1 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795122
2023-01-15T16:05:22,590 [INFO ] pool-3-thread-1 TS_METRICS - MemoryAvailable.Megabytes:3129.32421875|#Level:Host|#hostname:denisa-vm,timestamp:1673795122
2023-01-15T16:05:22,590 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUsed.Megabytes:3685.8359375|#Level:Host|#hostname:denisa-vm,timestamp:1673795122
2023-01-15T16:05:22,590 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUtilization.Percent:59.9|#Level:Host|#hostname:denisa-vm,timestamp:1673795122
2023-01-15T16:06:22,559 [INFO ] pool-3-thread-1 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673795182
2023-01-15T16:06:22,560 [INFO ] pool-3-thread-1 TS_METRICS - DiskAvailable.Gigabytes:10.573055267333984|#Level:Host|#hostname:denisa-vm,timestamp:1673795182
2023-01-15T16:06:22,560 [INFO ] pool-3-thread-1 TS_METRICS - DiskUsage.Gigabytes:26.892173767089844|#Level:Host|#hostname:denisa-vm,timestamp:1673795182
2023-01-15T16:06:22,560 [INFO ] pool-3-thread-1 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795182
2023-01-15T16:06:22,560 [INFO ] pool-3-thread-1 TS_METRICS - MemoryAvailable.Megabytes:3133.26953125|#Level:Host|#hostname:denisa-vm,timestamp:1673795182
2023-01-15T16:06:22,560 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUsed.Megabytes:3680.3828125|#Level:Host|#hostname:denisa-vm,timestamp:1673795182
2023-01-15T16:06:22,560 [INFO ] pool-3-thread-1 TS_METRICS - MemoryUtilization.Percent:59.9|#Level:Host|#hostname:denisa-vm,timestamp:1673795182
2023-01-15T16:07:22,593 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673795242
2023-01-15T16:07:22,594 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.572505950927734|#Level:Host|#hostname:denisa-vm,timestamp:1673795242
2023-01-15T16:07:22,594 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.892723083496094|#Level:Host|#hostname:denisa-vm,timestamp:1673795242
2023-01-15T16:07:22,594 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795242
2023-01-15T16:07:22,594 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:3126.66796875|#Level:Host|#hostname:denisa-vm,timestamp:1673795242
2023-01-15T16:07:22,594 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:3690.40625|#Level:Host|#hostname:denisa-vm,timestamp:1673795242
2023-01-15T16:07:22,594 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:59.9|#Level:Host|#hostname:denisa-vm,timestamp:1673795242
2023-01-15T16:08:22,547 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673795302
2023-01-15T16:08:22,547 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.57192611694336|#Level:Host|#hostname:denisa-vm,timestamp:1673795302
2023-01-15T16:08:22,547 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.89330291748047|#Level:Host|#hostname:denisa-vm,timestamp:1673795302
2023-01-15T16:08:22,547 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795302
2023-01-15T16:08:22,547 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:3070.1484375|#Level:Host|#hostname:denisa-vm,timestamp:1673795302
2023-01-15T16:08:22,547 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:3744.3828125|#Level:Host|#hostname:denisa-vm,timestamp:1673795302
2023-01-15T16:08:22,547 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:60.7|#Level:Host|#hostname:denisa-vm,timestamp:1673795302
2023-01-15T16:09:22,548 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673795362
2023-01-15T16:09:22,548 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.571372985839844|#Level:Host|#hostname:denisa-vm,timestamp:1673795362
2023-01-15T16:09:22,548 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.893856048583984|#Level:Host|#hostname:denisa-vm,timestamp:1673795362
2023-01-15T16:09:22,548 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795362
2023-01-15T16:09:22,548 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:3045.98828125|#Level:Host|#hostname:denisa-vm,timestamp:1673795362
2023-01-15T16:09:22,548 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:3775.69921875|#Level:Host|#hostname:denisa-vm,timestamp:1673795362
2023-01-15T16:09:22,548 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:61.0|#Level:Host|#hostname:denisa-vm,timestamp:1673795362
2023-01-15T16:10:22,580 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673795422
2023-01-15T16:10:22,580 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.570785522460938|#Level:Host|#hostname:denisa-vm,timestamp:1673795422
2023-01-15T16:10:22,580 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.89444351196289|#Level:Host|#hostname:denisa-vm,timestamp:1673795422
2023-01-15T16:10:22,580 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795422
2023-01-15T16:10:22,580 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:3023.91796875|#Level:Host|#hostname:denisa-vm,timestamp:1673795422
2023-01-15T16:10:22,580 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:3796.59375|#Level:Host|#hostname:denisa-vm,timestamp:1673795422
2023-01-15T16:10:22,581 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:61.3|#Level:Host|#hostname:denisa-vm,timestamp:1673795422
2023-01-15T16:11:22,604 [INFO ] pool-3-thread-2 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673795482
2023-01-15T16:11:22,605 [INFO ] pool-3-thread-2 TS_METRICS - DiskAvailable.Gigabytes:10.570121765136719|#Level:Host|#hostname:denisa-vm,timestamp:1673795482
2023-01-15T16:11:22,605 [INFO ] pool-3-thread-2 TS_METRICS - DiskUsage.Gigabytes:26.89510726928711|#Level:Host|#hostname:denisa-vm,timestamp:1673795482
2023-01-15T16:11:22,606 [INFO ] pool-3-thread-2 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795482
2023-01-15T16:11:22,606 [INFO ] pool-3-thread-2 TS_METRICS - MemoryAvailable.Megabytes:3006.828125|#Level:Host|#hostname:denisa-vm,timestamp:1673795482
2023-01-15T16:11:22,606 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUsed.Megabytes:3806.27734375|#Level:Host|#hostname:denisa-vm,timestamp:1673795482
2023-01-15T16:11:22,607 [INFO ] pool-3-thread-2 TS_METRICS - MemoryUtilization.Percent:61.5|#Level:Host|#hostname:denisa-vm,timestamp:1673795482
2023-01-15T16:12:22,602 [INFO ] pool-3-thread-1 TS_METRICS - CPUUtilization.Percent:0.0|#Level:Host|#hostname:denisa-vm,timestamp:1673795542
2023-01-15T16:12:22,603 [INFO ] pool-3-thread-1 TS_METRICS - DiskAvailable.Gigabytes:10.569564819335938|#Level:Host|#hostname:denisa-vm,timestamp:1673795542
2023-01-15T16:12:22,603 [INFO ] pool-3-thread-1 TS_METRICS - DiskUsage.Gigabytes:26.89566421508789|#Level:Host|#hostname:denisa-vm,timestamp:1673795542
2023-01-15T16:12:22,603 [INFO ] pool-3-thread-1 TS_METRICS - DiskUtilization.Percent:71.8|#Level:Host|#hostname:denisa-vm,timestamp:1673795542
2023-01-15T16:12:22,603 [INFO ] pool-3-thread-1 TS_METRICS - MemoryAvailable.Megabytes:3023.16015625|#Level:Host|#hostname:denisa-vm,timestamp:1673795542
